,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량,요일,휴일,공휴일,New판매단가,단위가격,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
8867,2019-03-31 16:40,20,비버리힐스폴로클럽 남성기초세트(골드+플라),7,39800,79084000,1988,Sunday,Yes,No,3,1,2,2,2.3,9.2,5.4,0.2,31,104.49,16:40:00,100,87,0,1,6
34315,2019-11-30 10:40,20,무이자 클란츠 멀티쿡,9,64800,27934000,432,Saturday,Yes,No,7,1,2,0,-1.5,12.7,5.4,0.1,27,104.87,10:40:00,64,0,0,1,5
33175,2019-11-17 17:00,20,피시원 국내산 절단 햇 꽃게 2.4kg,3,49900,108590000,2177,Sunday,Yes,No,5,1,2,2,6.1,15.4,11,19,33,104.87,17:00:00,102,104,0,1,6
36095,2019-12-17 14:50,30,버버리 홀스페리 페이톤 크로스백,8,880000,1571000,2,Tuesday,No,No,12,0,2,2,3.9,12.5,8.3,2.2,25,105.12,14:50:00,89,28,0,0,1
13252,2019-05-08 10:00,30,오렐리안 풍기인견 란쥬패키지,5,99900,27045000,271,Wednesday,No,No,10,1,2,2,7.2,22.9,15.7,0,38,105.05,10:00:00,60,0,0,0,2
11862,2019-04-25 23:20,20,일시불 LG 통돌이 세탁기,1,439000,22229000,51,Thursday,No,No,12,1,2,1,10.2,17,13.5,4.5,38,104.87,23:20:00,140,10,0,0,3
5426,2019-02-26 7:20,20,닥터 슈퍼 루테인,2,59900,41512000,694,Tuesday,No,No,6,1,2,2,-1.5,12.8,5.4,0,44,104.69,7:20:00,44,77,0,0,1
33782,2019-11-24 13:00,20,보몽드 카밀라 더블착번극세사 토퍼침구세트 SK(슈퍼킹),10,89900,10592000,118,Sunday,Yes,No,9,1,2,2,7.4,19.6,12.8,1.2,25,104.87,13:00:00,78,11,0,1,6
33849,2019-11-25 9:40,20,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,6,299000,35977000,121,Monday,No,No,12,1,2,2,3.3,10.6,5.9,3.5,21,104.87,9:40:00,58,67,0,0,0
26621,2019-09-13 8:00,20,참존 탑뉴스 지이링클 기초세트,7,59000,10532000,179,Friday,No,Yes,6,1,2,2,17.1,27.4,21.7,0,14,105.2,8:00:00,48,0,1,0,4
13061,2019-05-06 20:40,20,실크트리 풍기인견 데일리 쿨 이지탑 패키지,5,44000,57780000,1314,Monday,No,Yes,4,0,2,2,8.3,20.3,14,0.1,37,105.05,20:40:00,124,0,1,0,0
3865,2019-02-10 16:20,20,우리바다 손질왕꼬막 24팩,3,39900,83280000,2088,Sunday,Yes,No,3,1,2,2,-6.3,3.2,-1.4,0,29,104.69,16:20:00,98,93,0,1,6
6109,2019-03-04 21:00,20,바로바로 무선청소기,4,89000,27272000,307,Monday,No,No,9,1,2,2,3.9,15.2,8.8,0,89,104.49,21:00:00,126,96,0,0,0
10807,2019-04-16 22:20,20,무이자 삼성 UHD TV UN55NU7050F,1,1080000,6538000,7,Tuesday,No,No,12,0,2,0,4.3,23.3,14.2,0,38,104.87,22:20:00,134,1,0,0,1
30202,2019-10-17 6:40,20,오모떼 모달 웜 이너웨어 6종세트,5,49000,22840000,467,Thursday,No,No,5,1,2,2,9.5,19.9,14,0,26,105.46,6:40:00,40,0,0,0,3
17982,2019-06-20 20:30,30,무이자 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,1,1989000,9651000,5,Thursday,No,No,12,1,2,0,18.2,29.2,23.4,0,26,104.88,20:30:00,123,7,0,0,3
31469,2019-10-30 19:00,20,푸마 코튼 언더탑 9종,5,89000,1505000,17,Wednesday,No,No,9,1,2,2,5.7,18.3,11.3,0,36,105.46,19:00:00,114,0,0,0,2
18938,2019-07-01 8:20,20,도스문도스 카이만 엠보 소가죽 토트백 1종,8,89000,10488000,118,Monday,No,No,9,1,2,2,19.9,26.9,23.2,0.4,27,104.56,8:20:00,50,30,0,0,0
579,2019-01-07 15:20,20,멋진밥상 흥양농협 햅쌀 20kg,3,61000,50993000,836,Monday,No,No,7,0,2,2,-6.3,5.5,-0.5,0,39,104.24,15:20:00,92,76,0,0,0
36688,2019-12-24 1:20,20,올바로 문어발 샤워기 1+1,4,54900,7643000,140,Tuesday,No,No,5,1,2,2,-2,9,2.1,0,36,105.12,1:20:00,8,0,0,0,1
12615,2019-05-03 11:40,20,뷰티플렉스 풍기인견 브라탑패키지,5,69900,38938000,558,Friday,No,No,8,1,2,2,7.6,25.9,16.7,0,44,105.05,11:40:00,70,66,0,0,4
11031,2019-04-18 19:20,20,19 SS USPA  여성 화이트라벨 폴로셔츠 3종,6,79000,13476000,171,Thursday,No,No,9,1,1,2,8.4,21.6,15.3,0,30,104.87,19:20:00,116,0,0,0,3
32463,2019-11-09 22:40,20,(중형)일월 에너지세이브 카페트매트,4,148000,5412000,37,Saturday,Yes,No,11,1,2,2,1.6,17.3,8.5,0.1,32,104.87,22:40:00,136,111,0,1,5
12972,2019-05-06 6:30,30,락앤락 비스프리 온더테이블 밀폐용기세트,9,64800,45008000,695,Monday,No,Yes,7,1,2,2,8.3,20.3,14,0.1,37,105.05,6:30:00,39,58,1,0,0
34238,2019-11-29 15:00,20,코이모 리빙박스 8종,4,50800,13550000,267,Friday,No,No,5,1,2,2,-1.2,9.9,3.4,0,23,104.87,15:00:00,90,74,0,0,4
16292,2019-06-04 18:40,20,무이자 린나이 자동불꽃조절 가스레인지 3구,9,289000,12875000,45,Tuesday,No,No,12,1,2,0,16.1,30.3,23.1,0,35,104.88,18:40:00,112,12,0,0,1
17570,2019-06-16 13:40,20,에코라믹 통주물 스톤 냄비세트,9,60900,76784000,1261,Sunday,Yes,No,7,1,2,2,15.2,26.1,20.2,0.1,21,104.88,13:40:00,82,24,0,1,6
36737,2019-12-24 16:20,20,일시불쿠첸압력밥솥 10인용,9,168000,5510000,33,Tuesday,No,No,11,1,2,1,-2,9,2.1,0,36,105.12,16:20:00,98,4,0,0,1
19202,2019-07-03 16:20,20,AAB의 소곱창전골 800g x 8팩,3,55900,46079000,825,Wednesday,No,No,6,1,2,2,18.4,28.5,23.1,0,25,104.56,16:20:00,98,26,0,0,2
14610,2019-05-19 20:50,30,아키 라이크라 노와이어 브라 컬렉션(뉴아키 23차),5,99900,125412000,1256,Sunday,Yes,No,10,1,2,2,16.9,22.6,19.5,7.2,17,105.05,20:50:00,125,65,0,1,6
25490,2019-09-01 21:20,20,무이자 LG전자 매직스페이스 냉장고,1,1499000,29879000,20,Sunday,Yes,No,12,1,2,0,18,26.8,22.1,0.8,19,105.2,21:20:00,128,9,0,1,6
25022,2019-08-27 11:40,20,안동간고등어 20팩,3,30900,66672000,2158,Tuesday,No,No,1,1,2,2,20.5,25.4,22.7,16.7,20,104.81,11:40:00,70,17,0,0,1
32040,2019-11-05 20:20,20,[특등급] 김천 샤인머스켓 2kg (2~3수),3,40900,34274000,838,Tuesday,No,No,3,1,2,2,6,19.1,11.7,0,31,104.87,20:20:00,122,0,0,0,1
27268,2019-09-18 21:40,20,일시불 LG 울트라HD TV 70UK7400KNA,1,2400000,11197000,5,Wednesday,No,No,12,0,2,1,15.4,27.9,21,0,24,105.2,21:40:00,130,1,0,0,2
14100,2019-05-14 22:00,20,(무) 삼익가구 LED 제니비 서랍형 침대 K,0,649000,0,0,Tuesday,No,No,12,1,2,2,13.9,26.6,19.8,0,37,105.05,22:00:00,132,3,0,0,1
11392,2019-04-21 23:00,20,일시불 LG 울트라HD TV 65UK6800HNC,1,1700000,25190000,15,Sunday,Yes,No,12,0,2,1,12,22.1,16.5,0.1,30,104.87,23:00:00,138,1,0,1,6
15913,2019-06-01 1:20,20,릴리젼 PK 여성 티셔츠세트,6,39900,6025000,152,Saturday,Yes,No,3,1,1,2,12.4,25.3,18.9,0,26,104.88,1:20:00,8,46,0,1,5
27931,2019-09-24 21:00,20,일시불 LG 울트라HD TV 75UM7900BNA,1,2750000,0,0,Tuesday,No,No,12,0,2,1,12.6,25,17.8,0,22,105.2,21:00:00,126,1,0,0,1
23088,2019-08-08 21:20,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,0,598000,10374000,18,Thursday,No,No,12,1,2,2,24.2,33.2,27.6,5.7,28,104.81,21:20:00,128,18,0,0,3
36508,2019-12-22 1:40,20,피부약방 더오리진 크림세트,7,69900,17483000,251,Sunday,Yes,No,8,1,2,2,-1.1,9,3,0.1,39,105.12,1:40:00,10,0,0,1,6
29149,2019-10-06 16:20,20,[VONIN]보닌 남성기초세트,7,54000,63305000,1173,Sunday,Yes,No,5,0,2,2,13.4,21.8,17.3,0,16,105.46,16:20:00,98,87,0,1,6
22359,2019-08-01 22:20,20,(일)[보루네오] 피올레 천연소가죽 소파 6인용,0,1199000,6121000,6,Thursday,No,No,12,1,2,2,24.6,33.1,28.4,3.4,15,104.81,22:20:00,134,8,0,0,3
34618,2019-12-03 10:20,10,AAA 19 F/W 여성 트레킹화 3종,8,49800,1878000,38,Tuesday,No,No,5,1,2,2,-2.7,6.8,2.4,0.5,20,105.12,10:20:00,62,0,0,0,1
29737,2019-10-12 11:40,20,현대어찬 손질갈치,3,36900,72763000,1972,Saturday,Yes,No,3,1,2,2,13.5,23.4,18,0,25,105.46,11:40:00,70,83,0,1,5
13379,2019-05-09 14:00,20,헤비추얼 남성 썸머 쿨라이프 데님 3종,6,59000,9696000,165,Thursday,No,No,6,1,0,2,11.1,24.1,17.1,0,37,105.05,14:00:00,84,0,0,0,3
13506,2019-05-10 13:00,20,2019 S/S 로베르타 디 까메리노 선글라스,8,79800,27131000,340,Friday,No,No,9,1,2,2,8.7,26.7,17.6,0,38,105.05,13:00:00,78,27,0,0,4
23314,2019-08-10 23:20,20,무이자 LG 통돌이 세탁기,1,489000,10804000,23,Saturday,Yes,No,12,1,2,0,24.5,33.4,28.6,0,23,104.81,23:20:00,140,10,0,1,5
13018,2019-05-06 13:00,20,일시불 LG 울트라HD TV 70UK7400KNA,1,2500000,0,0,Monday,No,Yes,12,0,2,1,8.3,20.3,14,0.1,37,105.05,13:00:00,78,1,1,0,0
17288,2019-06-14 9:20,20,  뉴트리원 다이어트 구미,2,59000,41666000,707,Friday,No,No,6,1,2,2,16.8,24.7,20.2,2.3,25,104.88,9:20:00,56,0,0,0,4
14395,2019-05-17 14:30,30,아키 라이크라 노와이어 브라 컬렉션(뉴아키 23차),5,99900,82900000,830,Friday,No,No,10,1,2,2,15,27.3,21.3,1.7,37,105.05,14:30:00,87,65,0,0,4
23770,2019-08-14 23:00,20,무이자 삼성노트북 북5NT550EBE-K34W(복합기+스피커),1,889000,0,0,Wednesday,No,No,12,1,2,0,24.7,33,28.6,1.2,19,104.81,23:00:00,138,13,0,0,2
4351,2019-02-15 20:20,20,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1349000,49066000,37,Friday,No,No,12,1,2,0,-1.5,6,2,0.4,33,104.69,20:20:00,122,13,0,0,4
25196,2019-08-29 14:40,20,일시불 올리고 가스와이드그릴  프리미엄형,9,119000,42821000,360,Thursday,No,No,10,1,2,1,19.9,25.7,22.4,4.2,24,104.81,14:40:00,88,40,0,0,3
26743,2019-09-14 11:40,20,푸마 코튼 언더탑 9종,5,89000,8720000,98,Saturday,Yes,Yes,9,1,2,2,17.4,27.5,22.3,0.1,15,105.2,11:40:00,70,0,1,1,5
7408,2019-03-17 9:40,20,푸마 드라이셀 치마레깅스 3종,5,59000,20818000,353,Sunday,Yes,No,6,1,2,2,1.1,13.1,6.6,0,30,104.49,9:40:00,58,70,0,1,6
4381,2019-02-15 22:20,20,일시불  쿠쿠전기밥솥 6인용,9,198000,12900000,66,Friday,No,No,11,1,2,1,-1.5,6,2,0.4,33,104.69,22:20:00,134,59,0,0,4
26499,2019-09-11 22:00,20,일시불 LG전자 매직스페이스 냉장고,1,1359000,34663000,26,Wednesday,No,No,12,1,2,1,21.5,27.8,23.9,7.4,19,105.2,22:00:00,132,9,0,0,2
34003,2019-11-26 22:20,20,비버리힐스폴로클럽 남성기초세트(골드+콜라겐),7,39800,33610000,845,Tuesday,No,No,3,1,2,2,2.6,13.5,7.7,0.5,21,104.87,22:20:00,134,87,0,0,1
15736,2019-05-30 9:00,20,파뷔에 항균도마 1+1세트,9,49800,21958000,441,Thursday,No,No,5,1,2,2,12.7,27.6,20.5,0.1,34,105.05,9:00:00,54,72,0,0,3
10185,2019-04-11 15:00,30,아키 조끼형 더블보정 란쥬 쉐이퍼(96차),5,79900,29914000,375,Thursday,No,No,9,1,2,2,3.3,14.3,8.8,0,20,104.87,15:00:00,90,0,0,0,3
33150,2019-11-17 11:20,20,일시불 클란츠 멀티쿡,9,60800,25327000,417,Sunday,Yes,No,6,1,2,1,6.1,15.4,11,19,33,104.87,11:20:00,68,0,0,1,6
32157,2019-11-06 22:20,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,0,648000,10799000,17,Wednesday,No,No,12,1,2,2,5.5,18.6,11.3,0,34,104.87,22:20:00,134,18,0,0,2
16712,2019-06-08 15:40,20,에코라믹 통주물 스톤 냄비세트,9,60900,68650000,1128,Saturday,Yes,No,7,1,2,2,15.5,25.5,20.1,0.1,22,104.88,15:40:00,94,24,0,1,5
31675,2019-11-01 21:40,20,무이자 LG 울트라HD TV 55UM7900BNA,1,1250000,15677000,13,Friday,No,No,12,0,2,0,9,21.8,14.3,0,71,104.87,21:40:00,130,1,0,0,4
416,2019-01-05 21:00,20,일시불 LG 울트라HD TV 65UK6800HNC,1,1900000,4632000,3,Saturday,Yes,No,12,0,2,1,-4.6,5.3,0.2,0,47,104.24,21:00:00,126,1,0,1,5
34510,2019-12-02 9:00,20,아르테사노 리얼 카이만악어 토트백,8,399000,21287000,54,Monday,No,No,12,1,2,2,0.2,6.8,3.6,0.2,20,105.12,9:00:00,54,30,0,0,0
9703,2019-04-07 10:00,20,무이자 LG 통돌이 세탁기,1,489000,14077000,29,Sunday,Yes,No,12,1,2,0,7.4,18.4,12.5,2.8,43,104.87,10:00:00,60,10,0,1,6
1054,2019-01-12 20:20,20,푸마 INNO 심리스 드로즈 (6차),5,89000,25177000,283,Saturday,Yes,No,9,1,2,2,-0.3,7.5,3,2.4,55,104.24,20:20:00,122,6,0,1,5
2147,2019-01-23 21:20,20,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1349000,45359000,34,Wednesday,No,No,12,1,2,0,-2.2,9.6,3.1,0,58,104.24,21:20:00,128,13,0,0,2
5070,2019-02-22 13:40,20,올바로바른자세밴드 2종세트,4,49800,42542000,855,Friday,No,No,5,1,2,2,-1.5,11.1,3.9,0,52,104.69,13:40:00,82,0,0,0,4
25787,2019-09-04 22:00,20,무이자 쿠쿠전기밥솥 10인용(CRP-QS107FG/FS),9,218000,15972000,74,Wednesday,No,No,11,1,2,0,21.4,26.2,23.4,11.9,13,105.2,22:00:00,132,59,0,0,2
21276,2019-07-22 13:00,30,루이띠에 순금 신디스틱 팔찌 13g+골드바 1g,8,1590000,5069000,4,Monday,No,No,12,0,2,2,23.2,31.6,27,0.3,27,104.56,13:00:00,78,49,0,0,0
15669,2019-05-29 13:20,20,2019 S/S 로베르타 디 까메리노 선글라스,8,79800,22587000,284,Wednesday,No,No,9,1,2,2,11.1,27.4,19.7,0,33,105.05,13:20:00,80,27,0,0,2
33159,2019-11-17 13:40,20,쿠미투니카 웜 레이시 란쥬패키지,5,69900,54482000,780,Sunday,Yes,No,8,1,2,2,6.1,15.4,11,19,33,104.87,13:40:00,82,0,0,1,6
10331,2019-04-12 21:00,30,(일)한샘 하이바스 내추럴 기본형,0,3051000,6261000,3,Friday,No,No,12,0,2,2,4.1,17.7,10.7,0.1,31,104.87,21:00:00,126,0,0,0,4
17228,2019-06-13 17:40,20,국내산 손질갑오징어 8팩,3,49900,59940000,1202,Thursday,No,No,5,1,2,2,14.7,28,21.2,0,23,104.88,17:40:00,106,98,0,0,3
30857,2019-10-23 17:20,20,피시원 국내산 햇 손질문어 7팩,3,49900,51231000,1027,Wednesday,No,No,5,1,2,2,12.1,20,16,0.1,25,105.46,17:20:00,104,48,0,0,2
4646,2019-02-18 15:20,20,청정수산 완도활전복 35미,3,59900,32863000,549,Monday,No,No,6,1,2,2,-4.4,7.5,2.2,0.1,29,104.69,15:20:00,92,0,0,0,0
28277,2019-09-28 13:20,20,무이자 매직쉐프 플랫타입 전자레인지,9,119000,20740000,175,Saturday,Yes,No,10,1,2,0,19.3,27.4,22.5,1.8,25,105.2,13:20:00,80,60,0,1,5
32211,2019-11-07 12:00,20,일시불 매직쉐프 10리터 듀얼쿡 에어프라이어,9,139000,25186000,182,Thursday,No,No,10,1,2,1,5.7,16.9,10.8,0,34,104.87,12:00:00,72,21,0,0,3
17308,2019-06-14 13:40,20,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,178000,12002000,68,Friday,No,No,11,1,2,0,16.8,24.7,20.2,2.3,25,104.88,13:40:00,82,4,0,0,4
20626,2019-07-16 23:00,20,일시불 삼성 무풍클래식 홈멀티에어컨 AF17R7573WZR,1,2509000,0,0,Tuesday,No,No,12,1,2,1,20.3,28.7,23.8,4.5,23,104.56,23:00:00,138,7,0,0,1
30610,2019-10-21 7:00,20,IH 옛 가마솥 세트,9,62000,15714000,254,Monday,No,No,7,0,2,2,9.5,23,15.3,0,28,105.46,7:00:00,42,0,0,0,0
31856,2019-11-03 22:00,20,(더블+더블)일월 순면 온열매트,4,168000,10441000,63,Sunday,Yes,No,11,1,2,2,9.4,20.5,13.8,1.5,42,104.87,22:00:00,132,69,0,1,6
23932,2019-08-16 11:00,20,일시불  쿠쿠전기밥솥 6인용(QS),9,198000,3090000,16,Friday,No,No,11,1,2,1,23.3,30.7,26.4,1.9,21,104.81,11:00:00,66,59,0,0,4
33032,2019-11-16 7:20,20,젠트웰 남성패딩재킷2종세트,6,79000,18357000,233,Saturday,Yes,No,9,1,0,2,5.1,17.1,10.3,0.2,32,104.87,7:20:00,44,44,0,1,5
22184,2019-07-31 1:40,20,삭루츠 크로스바디백(TQ11),8,52000,6727000,130,Wednesday,No,No,5,0,2,2,25.2,32.2,28.4,6,15,104.56,1:40:00,10,0,0,0,2
33281,2019-11-18 22:20,20,무이자 쿠쿠전기밥솥 6인용(QS),9,208000,7094000,35,Monday,No,No,11,1,2,0,3.4,16.4,8.7,11.6,54,104.87,22:20:00,134,59,0,0,0
15779,2019-05-30 18:20,20,국내산 손질갑오징어 8팩,3,49900,55744000,1118,Thursday,No,No,5,1,2,2,12.7,27.6,20.5,0.1,34,105.05,18:20:00,110,98,0,0,3
26434,2019-09-11 10:00,30,[루이띠에] 18K 베르니아  반지,8,750000,0,0,Wednesday,No,No,12,0,2,2,21.5,27.8,23.9,7.4,19,105.2,10:00:00,60,75,0,0,2
32397,2019-11-09 7:00,20,"일시불 루미테라피 노즈케어 저출력광선조사기, LN-01W",4,304000,8140000,27,Saturday,Yes,No,12,0,2,1,1.6,17.3,8.5,0.1,32,104.87,7:00:00,42,0,0,1,5
25413,2019-09-01 7:00,20,트레스패스 남성 에어 워킹화 + 러닝화 2종,8,49800,9498000,191,Sunday,Yes,No,5,1,2,2,18,26.8,22.1,0.8,19,105.2,7:00:00,42,100,0,1,6
27726,2019-09-22 21:40,20,일시불 LG 울트라HD TV 55UM7900BNA,1,1200000,8381000,7,Sunday,Yes,No,12,0,2,1,16.1,19.1,17.5,65.1,16,105.2,21:40:00,130,1,0,1,6
35462,2019-12-11 6:20,20,코펜하겐럭스 판초니트4종,6,29900,13670000,458,Wednesday,No,No,1,1,2,2,1.8,13.3,6.9,0.2,45,105.12,6:20:00,38,36,0,0,2
10013,2019-04-10 0:40,20,크로커다일 감탄 레이스 브라렛 패키지,5,89900,24040000,268,Wednesday,No,No,9,1,2,2,4.5,9.9,7.2,8.5,15,104.87,0:40:00,4,65,0,0,2
35783,2019-12-14 12:40,20,AAC 한우소머리 곰탕,3,49900,11811000,237,Saturday,Yes,No,5,1,2,2,-0.1,9,4,0.4,29,105.12,12:40:00,76,0,0,1,5
29440,2019-10-09 14:00,20,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),3,30900,3109000,101,Wednesday,No,Yes,1,1,2,2,6.8,21.2,13.3,0,24,105.46,14:00:00,84,38,1,0,2
13352,2019-05-09 8:00,20,보코 에스닉 앙상블,6,29000,31795000,1097,Thursday,No,No,1,1,2,2,11.1,24.1,17.1,0,37,105.05,8:00:00,48,0,0,0,3
19180,2019-07-03 11:20,20,일시불 올리고 가스와이드그릴  프리미엄형,9,119000,34539000,291,Wednesday,No,No,10,1,2,1,18.4,28.5,23.1,0,25,104.56,11:20:00,68,40,0,0,2
25664,2019-09-03 12:20,20,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),9,158000,4170000,27,Tuesday,No,No,11,1,2,0,20.1,24.8,22.1,13.1,16,105.2,12:20:00,74,4,0,0,1
866,2019-01-10 21:00,20,국내산 손질갑오징어 8팩,3,49900,37329000,749,Thursday,No,No,5,1,2,2,-3.4,5.1,0.5,0,33,104.24,21:00:00,126,98,0,0,3
4170,2019-02-13 22:40,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,39800,46777000,1176,Wednesday,No,No,3,1,2,2,-4.1,5.3,0.3,0,43,104.69,22:40:00,136,87,0,0,2
